MRT_Line,Bus_ServiceNo,Bus_Route_Length_m,Overlap_Length_m,Coverage_Percentage,Consecutive_Coverage_Percentage,Max_Consecutive_Segments,Weighted_Average_Angle,Weighted_Average_Score
Bukit Panjang LRT,963e,25180.539744778,3699.159569820422,16.666666666666664,3.8461538461538463,1.0,33.6,14.925128205128205
East-West,42,5326.985925790863,3748.143477522407,1.694915254237288,16.666666666666664,1.0,37.7,14.884632768361582
North-East,100A,4355.5314745923115,1794.2293056749954,4.761904761904762,20.0,1.0,24.8,14.864761904761906
Thomson East Coast,196A,14029.060634263242,7354.377286535688,10.526315789473683,6.666666666666667,1.0,39.9,14.85719298245614
Jurong Region,335,9100.863868822435,9003.39537466438,4.0,10.0,1.0,46.2,14.84
Bukit Panjang LRT,963,26184.28649698001,3713.5280550978778,16.666666666666664,3.7037037037037033,1.0,33.4,14.828148148148147
Circle,129B,6883.038183191585,1128.6065722359335,2.4390243902439024,14.285714285714285,1.0,40.6,14.809895470383276
North-East,113,12847.442030920482,8897.544053618092,9.523809523809524,15.384615384615385,2.0,23.8,14.723369963369965
North-South,912A,5209.144497499856,4855.068457584604,4.761904761904762,16.666666666666664,1.0,30.5,14.67142857142857
Cross Island,858B,33185.03287237301,9901.710994672581,3.0303030303030303,2.941176470588235,1.0,61.4,14.668591800356507
East-West,111,21092.16340938855,10775.048915725341,8.47457627118644,9.090909090909092,2.0,38.2,14.666194144838213
Downtown,15,26459.36927818708,10000.672124541668,7.5,7.4074074074074066,2.0,43.5,14.662962962962965
East-West,282,4977.578042668239,2938.5204873092916,1.694915254237288,20.0,1.0,29.8,14.637966101694916
Circle,129A,6469.212584265286,674.9323274188982,2.4390243902439024,14.285714285714285,1.0,39.5,14.589895470383276
Cross Island,88A,8799.609661904196,3858.791129469959,6.0606060606060606,11.11111111111111,1.0,38.6,14.58868686868687
Cross Island,74,24281.503815261174,6174.9907326033235,9.090909090909092,4.0,1.0,46.7,14.576363636363638
Cross Island,118B,9742.223824909135,4337.688342601134,3.0303030303030303,10.0,1.0,46.8,14.57212121212121
East-West,653,17776.003564041202,4711.311879975633,1.694915254237288,11.11111111111111,2.0,47.1,14.54241054613936
East-West,3A,8578.84896685288,5569.313309601288,8.47457627118644,11.11111111111111,1.0,33.5,14.53427495291902
East-West,661,19827.387148878744,9274.515743263788,8.47457627118644,10.0,2.0,35.6,14.509830508474577
East-West,198,18285.208172832303,8955.995599986985,5.084745762711865,10.526315789473683,2.0,41.3,14.50442462087422
East-West,24,45129.781783116356,20026.022213808443,6.779661016949152,6.521739130434782,3.0,45.9,14.500560058953575
Downtown,75,20175.1592772331,5816.289453626165,2.5,9.523809523809524,2.0,48.3,14.46952380952381
North-South,969,24775.729388189557,7269.850774524823,9.523809523809524,8.0,2.0,37.2,14.44952380952381
Circle,58,18438.449978976525,6636.802373580412,9.75609756097561,5.263157894736842,1.0,42.1,14.42770218228498
East-West,291,8650.112684022568,5847.109377402036,5.084745762711865,11.11111111111111,1.0,39.6,14.398342749529192
East-West,105,25886.713346376968,8779.058501263817,6.779661016949152,7.6923076923076925,2.0,43.0,14.388787483702737
Cross Island,27A,9339.076220003726,6051.038657811623,6.0606060606060606,10.0,1.0,39.8,14.384242424242423
East-West,518A,27257.456478482913,6568.945947574487,8.47457627118644,7.142857142857142,2.0,40.6,14.366973365617435
Cross Island,6,10097.13847287611,5708.141392727815,6.0606060606060606,18.181818181818183,2.0,23.3,14.356969696969697
Thomson East Coast,48,21824.417855420812,10254.595876468346,7.894736842105263,4.545454545454546,1.0,46.9,14.356076555023925
Circle,45,18629.396072259275,2502.346420513942,4.878048780487805,10.526315789473683,2.0,40.9,14.341745827984596
Cross Island,53,43566.49208256774,15553.509972637861,9.090909090909092,2.272727272727273,1.0,48.8,14.305454545454545
North-East,153,17601.93359561084,4427.435822314975,4.761904761904762,5.555555555555555,1.0,50.8,14.286984126984127
Thomson East Coast,860T,12942.490429179195,2523.8135938774526,5.263157894736842,7.6923076923076925,1.0,45.2,14.222186234817816
North-South,912B,8161.896798801863,6234.796239621736,7.142857142857142,11.11111111111111,1.0,34.1,14.121587301587303
East-West,186,16189.986505656756,5579.582143376015,5.084745762711865,11.76470588235294,2.0,36.8,14.099780658025923
Cross Island,358,6927.637025563701,6728.334857196156,6.0606060606060606,14.285714285714285,1.0,29.8,14.09852813852814
Thomson East Coast,656,21731.516756758156,8354.619444496968,7.894736842105263,4.545454545454546,1.0,45.4,14.056076555023925
Thomson East Coast,513,16194.14778364162,5456.5010386031045,7.894736842105263,5.88235294117647,1.0,42.6,14.030835913312695
East-West,197,28490.51625132355,11183.063231918311,5.084745762711865,3.4482758620689653,1.0,53.0,14.013208649912334
East-West,7A,12279.64352372797,8843.209042010161,3.389830508474576,7.6923076923076925,1.0,47.9,14.012855280312907
East-West,12e,22611.139972684374,10680.269328439232,10.16949152542373,4.3478260869565215,1.0,40.8,13.9669270449521
Cross Island,27,37184.08777211592,13815.439916622716,6.0606060606060606,2.631578947368421,1.0,52.4,13.956874003189792
East-West,12,23438.80076572621,12429.55523063779,10.16949152542373,4.166666666666666,1.0,41.1,13.95446327683616
Cross Island,359,11258.530468383013,10775.983120321032,9.090909090909092,8.333333333333332,1.0,34.8,13.92969696969697
North-South,925,14826.937126987346,5346.393847548904,7.142857142857142,6.666666666666667,1.0,42.0,13.923809523809524
North-South,265,13022.38559750481,5680.903474692151,4.761904761904762,7.142857142857142,1.0,45.7,13.901904761904763
Cross Island,43e,14761.628526280863,5807.512103948605,9.090909090909092,13.333333333333334,2.0,24.6,13.88969696969697
Downtown,190,19917.25375138773,5963.407323497571,7.5,5.0,1.0,44.4,13.88
North-South,857,38833.342633722925,8896.699333759792,4.761904761904762,2.564102564102564,1.0,54.7,13.870402930402932
North-East,142A,4515.592626587217,2255.185590224497,4.761904761904762,20.0,1.0,19.7,13.844761904761905
East-West,7,20590.61064009577,9704.709655231132,3.389830508474576,4.761904761904762,1.0,52.9,13.840694108151736
East-West,63A,16333.890553811654,11151.318290811434,8.47457627118644,5.88235294117647,1.0,40.4,13.822771684945165
North-South,188e,18276.44187312742,6422.655485891968,7.142857142857142,5.263157894736842,1.0,44.3,13.822406015037593
East-West,26,12491.181492882819,7372.874477778566,3.389830508474576,7.6923076923076925,1.0,46.9,13.812855280312908
North-South,41,12463.10142004323,3634.97658914632,2.380952380952381,7.6923076923076925,1.0,48.9,13.80930402930403
North-South,800,6098.782603880283,3528.49433067639,4.761904761904762,14.285714285714285,1.0,30.9,13.79904761904762
Circle,855,23957.41485672406,4884.330994276283,4.878048780487805,4.166666666666666,1.0,50.9,13.797886178861788
Cross Island,159,16671.16858288582,5044.324297129482,9.090909090909092,5.88235294117647,1.0,38.8,13.749304812834225
Thomson East Coast,860,25918.751445716465,5051.776386845258,7.894736842105263,3.8461538461538463,1.0,45.2,13.736356275303645
North-South,925A,6516.935758236528,3021.05108151929,2.380952380952381,14.285714285714285,1.0,35.0,13.666666666666668
East-West,96,5991.135602421848,2952.873721767429,1.694915254237288,16.666666666666664,1.0,31.6,13.664632768361582
Downtown,129,21579.779256741633,3153.3955372888504,5.0,4.545454545454546,1.0,48.9,13.59818181818182
Cross Island,118,14416.361647263466,5898.28706443555,3.0303030303030303,6.666666666666667,1.0,48.5,13.57878787878788
North-South,188,19305.188881532176,6199.546220704988,7.142857142857142,5.0,1.0,43.6,13.577142857142858
North-South,160,33053.81947874379,10828.4295330257,4.761904761904762,2.941176470588235,1.0,52.4,13.561232492997199
Jurong Region,66,14361.711821766123,5946.122407687835,2.666666666666667,13.333333333333334,2.0,35.8,13.56
North-South,812,9555.00556496548,7190.478777663914,7.142857142857142,10.0,1.0,33.4,13.537142857142857
North-South,812T,9555.00556496548,7190.478777663914,7.142857142857142,10.0,1.0,33.4,13.537142857142857
East-West,33A,9838.070837070756,4048.146317140162,5.084745762711865,10.0,1.0,37.5,13.533898305084746
Cross Island,34,33666.6323582493,11764.287093806442,9.090909090909092,2.941176470588235,1.0,43.6,13.532834224598933
East-West,145,19143.75276976904,10055.678495286174,10.16949152542373,5.0,1.0,37.3,13.527796610169492
North-South,962,14291.17135854814,9648.633936776507,7.142857142857142,13.333333333333334,2.0,26.6,13.510476190476192
East-West,35M,14598.777921986415,5502.529996834249,1.694915254237288,13.333333333333334,2.0,37.4,13.49129943502825
East-West,29,18209.392118314652,9258.423949289556,5.084745762711865,10.526315789473683,2.0,36.1,13.46442462087422
North-South,966,56824.917344074434,7115.036082412894,7.142857142857142,5.263157894736842,3.0,42.5,13.462406015037594
North-South,965A,6208.056576763345,4895.147794320232,4.761904761904762,14.285714285714285,1.0,29.2,13.45904761904762
Cross Island,262,7660.867790591295,4291.2990307043565,3.0303030303030303,12.5,1.0,35.9,13.39212121212121
Cross Island,118A,12239.189310838472,5898.28706443555,3.0303030303030303,7.6923076923076925,1.0,45.4,13.36904428904429
North-South,871,11697.39140711323,3741.5791428780017,2.380952380952381,8.333333333333332,1.0,45.4,13.365714285714287
East-West,52,21697.949790150527,5364.289254239248,5.084745762711865,9.090909090909092,2.0,38.2,13.310261941448383
Cross Island,43M,16991.046621008078,10627.542908463873,9.090909090909092,11.76470588235294,2.0,24.8,13.302245989304815
North-South,117M,18923.11634762773,6321.453447623827,4.761904761904762,10.526315789473683,2.0,35.9,13.295288220551377
Circle,165,21939.849586710334,4826.996634078912,4.878048780487805,4.545454545454546,1.0,47.6,13.289401330376942
Downtown,174e,22633.953403146686,6043.104899840211,5.0,4.3478260869565215,1.0,47.6,13.259130434782609
Thomson East Coast,401,19065.574922050382,12987.937829039442,10.526315789473683,5.0,1.0,34.9,13.190526315789473
Cross Island,50,16942.80717928296,5192.471878816612,9.090909090909092,5.88235294117647,1.0,36.0,13.189304812834227
North-South,965T,18810.163094594503,8016.181767616465,9.523809523809524,5.263157894736842,1.0,36.1,13.134786967418547
Downtown,137,15334.741163969102,6080.078794046312,7.5,6.25,1.0,38.0,13.100000000000001
Downtown,154,29089.941856827892,8164.297322502906,7.5,3.3333333333333335,1.0,43.7,13.073333333333334
North-East,90A,8171.491896149799,1156.6330612531606,4.761904761904762,11.11111111111111,1.0,33.6,13.06920634920635
East-West,19,20733.163684334097,6771.674586122893,5.084745762711865,9.523809523809524,2.0,36.1,13.063422114608557
East-West,201,14472.384060333541,6184.410752464096,1.694915254237288,13.333333333333334,2.0,35.2,13.05129943502825
Cross Island,168,25960.77019169159,4337.688342601134,3.0303030303030303,3.8461538461538463,1.0,51.4,13.030582750582752
Thomson East Coast,14,31608.98037341252,9701.955519851614,2.631578947368421,3.125,1.0,53.5,13.00263157894737
East-West,502,48413.86804983531,20724.61109201234,5.084745762711865,2.0408163265306123,1.0,50.6,12.970224835696992
East-West,285,6701.442187099768,2156.828830074689,1.694915254237288,14.285714285714285,1.0,32.8,12.95225181598063
Thomson East Coast,36A,22204.95356553704,10677.0205737619,5.263157894736842,4.3478260869565215,1.0,45.5,12.944393592677345
East-West,667,12254.370197966755,9718.361363745531,1.694915254237288,7.6923076923076925,1.0,45.9,12.934889178617992
North-South,117,19101.500356890683,6321.453447623827,4.761904761904762,10.0,2.0,35.1,12.924761904761905
East-West,657,18588.64325546462,11183.757476224513,1.694915254237288,5.263157894736842,1.0,50.7,12.923229259589652
Downtown,973,8926.706316257772,3789.0149253935,2.5,11.11111111111111,1.0,37.1,12.864444444444445
North-East,119,15161.181055868037,10209.661105737801,4.761904761904762,12.5,2.0,29.7,12.844761904761906
North-South,927,15649.36800591866,3701.7688331048716,2.380952380952381,6.25,1.0,46.9,12.832380952380953
East-West,229,8354.293764779814,3912.57071734069,1.694915254237288,11.11111111111111,1.0,38.5,12.82241054613936
East-West,854,20904.458880756156,3216.3955772467702,3.389830508474576,4.761904761904762,1.0,47.8,12.820694108151736
North-South,966A,28394.234902226388,3570.1715958156365,7.142857142857142,3.4482758620689653,1.0,42.7,12.776453201970444
Cross Island,168A,21839.522499662933,5019.311568554791,3.0303030303030303,4.545454545454546,1.0,48.7,12.770303030303033
Cross Island,315,9757.912262334534,3191.409821646426,3.0303030303030303,10.0,1.0,37.3,12.672121212121212
Thomson East Coast,10e,14712.323073519481,10687.680099430092,2.631578947368421,6.666666666666667,1.0,44.6,12.639298245614036
East-West,155,17845.497014746525,4719.802906390897,3.389830508474576,5.555555555555555,1.0,45.0,12.578154425612052
North-South,856B,12235.763417067797,2802.064752641082,4.761904761904762,15.384615384615385,2.0,22.4,12.538608058608059
East-West,31,20336.858300872613,6716.616894065921,5.084745762711865,4.761904761904762,1.0,42.9,12.51866020984665
North-South,883M,9742.60160743967,6554.937648146102,7.142857142857142,10.0,1.0,28.3,12.517142857142858
Circle,135,14883.948135359748,4851.882398652473,4.878048780487805,6.666666666666667,1.0,39.1,12.437886178861788
East-West,868E,20707.41104970205,16184.03218071585,1.694915254237288,4.761904761904762,1.0,49.2,12.422728006456822
Thomson East Coast,7B,9841.375960670957,2553.1383511027257,2.631578947368421,10.0,1.0,36.8,12.412631578947368
Cross Island,73T,13463.218516154111,3946.7650148427524,3.0303030303030303,7.142857142857142,1.0,41.3,12.32926406926407
Circle,58A,10946.819150422978,3368.274411677207,2.4390243902439024,9.090909090909092,1.0,38.3,12.271973392461199
Cross Island,73,23886.55276763141,8003.728165435943,6.0606060606060606,4.166666666666666,1.0,40.8,12.25090909090909
North-South,169,21314.724661835677,4539.268791397624,2.380952380952381,9.090909090909092,2.0,38.2,12.22874458874459
Downtown,69,11327.86570849427,5033.871740239663,2.5,8.333333333333332,1.0,39.4,12.213333333333333
North-South,861A,8580.503855980742,2739.6392462779613,4.761904761904762,11.11111111111111,1.0,28.4,12.02920634920635
Thomson East Coast,400,8611.523307256755,6662.874366435809,5.263157894736842,11.11111111111111,1.0,27.3,12.009707602339182
East-West,9B,10423.836352585018,3732.9195998884297,5.084745762711865,9.090909090909092,1.0,31.3,11.930261941448382
East-West,672,16414.417908256295,6544.623132538519,1.694915254237288,11.76470588235294,2.0,32.5,11.883848454636091
North-South,950,8408.219252833593,2608.9968532178204,2.380952380952381,11.11111111111111,1.0,32.3,11.856825396825396
East-West,40,20452.545406890033,7176.035422452151,5.084745762711865,4.761904761904762,1.0,39.5,11.838660209846651
North-South,985,21835.629489452673,4967.716658817552,9.523809523809524,4.545454545454546,1.0,30.9,11.807705627705628
North-South,807,10727.70109974093,4129.11471728507,2.380952380952381,9.090909090909092,1.0,36.0,11.788744588744589
East-West,193,14310.116990363138,9868.148171480969,6.779661016949152,6.666666666666667,1.0,31.5,11.67853107344633
North-South,858,66421.38152564637,16095.485089474723,9.523809523809524,2.9850746268656714,2.0,32.8,11.563553660270077
East-West,94,9509.939201749121,2641.8984633780983,1.694915254237288,10.0,1.0,34.3,11.537966101694915
East-West,122,13518.259159252415,11993.365106447774,3.389830508474576,7.142857142857142,1.0,36.6,11.533075060532688
North-South,981,6225.158421410803,876.347898041936,2.380952380952381,14.285714285714285,1.0,23.6,11.386666666666667
East-West,120,17103.29837831473,5701.940476963932,5.084745762711865,5.555555555555555,1.0,35.2,11.29612052730697
East-West,195A,19839.884466359017,7836.499043020113,5.084745762711865,5.0,1.0,36.1,11.253898305084746
North-East,125,15265.68592584431,6566.938629388407,9.523809523809524,6.25,1.0,24.5,11.20952380952381
North-East,90,14756.9943226432,2335.817770073601,4.761904761904762,6.666666666666667,1.0,33.0,11.171428571428573
East-West,46,9754.607862219471,2271.0961565291773,1.694915254237288,10.0,1.0,32.1,11.097966101694915
North-South,882,6449.356900573908,1708.4813028780222,2.380952380952381,14.285714285714285,1.0,21.9,11.046666666666667
East-West,183,20192.032590425453,6675.540851123905,5.084745762711865,4.761904761904762,1.0,35.2,10.978660209846652
East-West,121,14052.180669374799,7978.8224406051,3.389830508474576,6.666666666666667,1.0,34.5,10.922598870056497
East-West,195,24937.31110429474,9733.379697636243,5.084745762711865,4.0,1.0,36.4,10.913898305084746
East-West,175,21865.183760825927,5562.107143975527,5.084745762711865,4.545454545454546,1.0,35.3,10.912080123266565
East-West,252,11908.794391733178,6463.5228162970125,3.389830508474576,8.333333333333332,1.0,31.0,10.889265536723164
Thomson East Coast,123,15751.634602513748,3758.586799309468,5.263157894736842,6.25,1.0,30.7,10.745263157894737
Cross Island,103,15795.254691001115,1499.9434717250767,3.0303030303030303,6.25,1.0,34.9,10.692121212121211
North-South,856,14511.149856957218,3888.264998347365,7.142857142857142,6.666666666666667,1.0,24.9,10.503809523809524
North-South,883,10380.645501159317,8093.696965725536,2.380952380952381,9.090909090909092,1.0,29.5,10.48874458874459
North-South,925M,16266.920892256545,5992.045061767491,2.380952380952381,5.88235294117647,1.0,35.0,10.305322128851541
East-West,189,13257.037359212285,2940.719467661127,1.694915254237288,7.142857142857142,1.0,32.3,9.995108958837772
East-West,251,11479.940723440712,3341.5277565926053,1.694915254237288,8.333333333333332,1.0,29.9,9.99129943502825
East-West,35,31278.707860226303,5502.529996834249,1.694915254237288,6.25,2.0,33.3,9.837966101694915
North-South,861,17089.86843344522,5555.201147270024,4.761904761904762,5.555555555555555,1.0,28.4,9.806984126984126
East-West,247,18530.465021091957,5808.141066493448,3.389830508474576,5.263157894736842,1.0,29.5,9.361195361284567
East-West,182,27748.208603078398,7309.785910872392,3.389830508474576,3.571428571428571,1.0,31.4,9.064503631961259
East-West,182M,27034.860320078315,7337.964233609535,3.389830508474576,3.571428571428571,1.0,31.4,9.064503631961259
North-East,112,14894.274394682843,6007.663673472933,4.761904761904762,6.666666666666667,1.0,20.8,8.731428571428573
East-West,248,19553.118779469223,4693.31598539046,1.694915254237288,5.0,1.0,29.2,8.517966101694915
East-West,248M,20995.69572963214,4693.31598539046,1.694915254237288,4.761904761904762,1.0,29.2,8.42272800645682
Bukit Panjang LRT,983,8959.383541092979,5146.230049787325,16.666666666666664,,,49.6,
North-East,506,19834.24017766385,2973.9435242588197,9.523809523809524,,,31.3,
North-East,140,6541.294625853978,3297.9959514192306,9.523809523809524,,,18.7,
Thomson East Coast,13,22386.555717704927,5701.513170539305,7.894736842105263,,,46.6,
North-East,87,11872.167512111799,3404.0091943225816,4.761904761904762,,,32.8,
North-South,173A,2247.908082766068,1617.900620050029,4.761904761904762,,,48.9,
North-East,84A,941.473563377351,941.473563377351,4.761904761904762,,,15.4,
North-East,80A,10770.355658501487,5297.332844898317,4.761904761904762,,,37.2,
North-East,142,7026.253682931334,3006.4711146773357,4.761904761904762,,,19.1,
East-West,105B,5155.602227337706,3997.9740065889832,3.389830508474576,,,30.7,
Jurong Region,301,3890.5202795491978,3165.507935958372,2.666666666666667,,,44.9,
Jurong Region,300,4113.646942804227,3418.6911815675912,2.666666666666667,,,46.5,
Thomson East Coast,43,21611.1587350936,6775.501789901845,2.631578947368421,,,47.7,
Thomson East Coast,55,19581.872262057866,5479.843965438819,2.631578947368421,,,36.1,
Thomson East Coast,853M,27485.772419951136,6775.501789901845,2.631578947368421,,,55.9,
North-South,189A,2266.106197904292,1377.3427909772458,2.380952380952381,,,48.2,
North-South,964,8677.877309078562,4620.009668697713,2.380952380952381,,,31.6,
North-South,913,10523.547181775222,7676.8861250250275,2.380952380952381,,,32.9,
East-West,106A,4599.111584200626,1373.6072193543805,1.694915254237288,,,30.3,
East-West,145A,1789.8772560613897,1213.9751947166312,1.694915254237288,,,31.0,
